Keyword,Intent nguồn,Volume,KD,CPC,ICADO rank,ICADO page,Quyết định,Pillar,Cụm LSI / Search intent,Intent chuẩn hóa,Ưu tiên
các hãng giày nổi tiếng,Informational,390,9,0.05999999865889549,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
có mấy cách cầm cầu,Informational,390,12,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
cửa hàng lining,Navigational,390,19,0.029999999329447746,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dép fila,Informational,390,13,0.029999999329447746,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày beyono,Informational,390,11,0.03999999910593033,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày bóng rổ trẻ em,Informational,390,8,0.07000000029802322,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày đá banh sân cỏ nhân tạo,Informational,390,22,0.05000000074505806,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giá cầu lông,Informational,390,33,0.03999999910593033,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Transactional,—
hãng vợt cầu lông,Informational,390,13,0.029999999329447746,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
kinhs boi,Informational,390,15,0.05999999865889549,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
lining chính hãng,Informational,390,30,0.07999999821186066,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Transactional,—
lining cần thơ,Informational,390,17,0.029999999329447746,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
lining hải phòng,Navigational,390,16,0.029999999329447746,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
luật đá cầu,Informational,390,17,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
luật đánh cầu lông,Informational,390,12,0.009999999776482582,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
luật đánh cầu lông đôi,Informational,390,13,0.009999999776482582,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
lót giày yonex,Informational,390,18,0.029999999329447746,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
mũ trắng,Informational,390,9,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
mắt kính bơi,Transactional,390,17,0.07000000029802322,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
shop thể thao,Commercial,390,69,0.09000000357627869,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Transactional,—
sơ đồ bóng chuyền,Informational,390,8,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
thu đông,Informational,390,15,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
thông số vợt cầu lông,Informational,390,9,0.009999999776482582,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
thời trang lining,Transactional,390,19,0.05000000074505806,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
tiêu chuẩn sân cầu lông,Informational,390,9,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
turbo charging,Informational,390,10,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
turbo charging 50d,Informational,390,11,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
vợt cầu lông giá rẻ cho học sinh,Informational,390,27,0.019999999552965164,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Transactional,—
vợt lining giá dưới 1 triệu,Informational,390,10,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Transactional,—
vợt đánh cầu lông,Informational,390,56,0.029999999329447746,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
đan lưới vợt cầu lông,Informational,390,4,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
ảnh vợt cầu lông,Informational,390,11,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
161 quang trung,Informational,320,28,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
6000d,Informational,320,12,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
balo cầu lông lining,Informational,320,4,0.029999999329447746,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
băng đeo tay thể thao,Informational,320,16,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
bộ cầu lông,Informational,320,52,0.03999999910593033,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
calibar 001,Informational,320,10,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
cau va,"Informational, Transactional",320,19,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
các dòng vợt lining,Informational,320,8,0.009999999776482582,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
các loại giày,Informational,320,11,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
cách buộc dây chặt,Informational,320,28,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
cách luồn dây giày,"Informational, Transactional",320,12,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
cách thắt dây giày không bị tuột,Informational,320,26,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
cây vọt,Informational,320,11,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
cây vợt cầu lông,Informational,320,56,0.03999999910593033,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dep dep dep,"Informational, Transactional",320,36,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
dán đế giày da,Informational,320,3,0.10000000149011612,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dép rider,Informational,320,7,0.10000000149011612,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày chơi cầu lông,Informational,320,9,0.05000000074505806,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày cầu lông nike,Informational,320,10,0.07999999821186066,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày lightning,"Informational, Transactional",320,11,0.03999999910593033,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
giày đánh bóng chuyền,Informational,320,11,0.05000000074505806,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
hang dep net,Informational,320,9,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
kính bơi lining,Informational,320,12,0.03999999910593033,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
li ning của nước nào,Informational,320,22,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
lining aeronaut,Navigational,320,16,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
lining aeronaut 4000c,Informational,320,15,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
lining của nước nào,Informational,320,16,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
lining hải dương,"Informational, Transactional",320,24,0.029999999329447746,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
lining lê văn lương,"Informational, Transactional",320,20,0.029999999329447746,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
lining ninh bình,"Informational, Transactional",320,12,0.05000000074505806,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
lining turbo charging,Informational,320,16,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
lining turbo charging 50d,Informational,320,9,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
lining vinh,Navigational,320,19,0.029999999329447746,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
lining đà nẵng,"Informational, Transactional",320,10,0.029999999329447746,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
lyn vincom đồng khởi,Informational,320,28,0.07000000029802322,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
lưới vợt cầu lông,Informational,320,4,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
shirt tiếng anh là gì,Informational,320,28,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
trai mặc sịp,Informational,320,12,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
vợt công thủ toàn diện,Informational,320,10,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
vợt cầu lông wilson,Informational,320,10,0.07999999821186066,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
windstorm,Informational,320,10,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
xỏ giày,Informational,320,12,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
af canon,Informational,260,9,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
baleno,Navigational,260,41,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
blade 2,"Informational, Transactional",260,45,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
bán cầu lông,Commercial,260,47,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Transactional,—
bộ nỉ,Informational,260,12,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
bộ nỉ adidas,Informational,260,19,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
bộ vợt cầu lông,Informational,260,53,0.029999999329447746,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
calibar 800,Commercial,260,9,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
các hãng giày thể thao,Informational,260,8,0.05000000074505806,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
các loại cầu lông,Informational,260,7,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
các loại vợt cầu lông,Informational,260,14,0.029999999329447746,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
cách buộc dây rút,Informational,260,23,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
cách check giày nike chính hãng,Informational,260,10,0.009999999776482582,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Transactional,—
cách cột dây giày đẹp,"Informational, Transactional",260,12,0.009999999776482582,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
cách làm sạch giầy da trắng,Informational,260,12,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
cách thắt dây giày dài,"Informational, Transactional",260,12,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
cách xỏ dây giày thể thao,"Informational, Transactional",260,10,0.009999999776482582,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
căng dây vợt cầu lông,Informational,260,6,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
căng vợt,Informational,260,10,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
cột dây giày,"Informational, Transactional",260,14,0.009999999776482582,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
dap cau,"Informational, Transactional",260,14,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
dán đế,Informational,260,5,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dép cute,Informational,260,8,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dép rách,"Informational, Transactional",260,28,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
dép thể thao,Informational,260,15,0.07999999821186066,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày bóng bàn lining,Informational,260,9,0.03999999910593033,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Transactional,—
giày bóng đá sân cỏ nhân tạo,Informational,260,16,0.05000000074505806,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày hãng,Informational,260,40,0.11999999731779099,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày không dây,Informational,260,16,0.05999999865889549,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày đá bóng lining,Informational,260,16,0.03999999910593033,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
hanh dep,Informational,260,25,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
hc1000,Informational,260,8,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
hãng lining,Transactional,260,35,0.05999999865889549,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
lining 9000,Commercial,260,12,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
lining aeronaut 4000,Informational,260,16,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
lining com,"Navigational, Transactional",260,57,0.05000000074505806,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
lining com vn,Navigational,260,75,0.07999999821186066,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
lining là gì,Informational,260,13,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
lining n99,Informational,260,11,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
livan,"Informational, Navigational",260,27,0.07000000029802322,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
logo các hãng vợt cầu lông,Informational,260,10,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
luật chơi,Informational,260,12,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
luật cầu lông đánh đơn,Informational,260,10,0.009999999776482582,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
luật giao cầu lông,Informational,260,9,0.009999999776482582,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
luật phát cầu lông đánh đôi,Informational,260,8,0.009999999776482582,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
lông vũ là gì,Informational,260,12,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
lộ sịp,Informational,260,26,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
mang dép,Informational,260,14,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
mũ lining,Informational,260,10,0.05999999865889549,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
mũ lưỡi trai hàng hiệu,Informational,260,17,0.03999999910593033,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
mũ nỉ,Informational,260,7,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
mũ thời trang,Informational,260,11,0.029999999329447746,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
sec cầu lông,Informational,260,13,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
shop bóng chuyền,Commercial,260,18,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Transactional,—
sịp sắt,Informational,260,16,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
tee là gì,Informational,260,12,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
tee shirt,Informational,260,24,0.07000000029802322,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
thanh ngân sport,Commercial,260,24,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
thời trang thể thao,Informational,260,20,0.10000000149011612,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
túi lining,Informational,260,11,0.03999999910593033,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
vợt 5u,Informational,260,13,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
vợt cầu lông hồng,Informational,260,10,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
vợt lining chính hãng,Commercial,260,39,0.019999999552965164,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Transactional,—
đế giày cầu lông,Informational,260,9,0.019999999552965164,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
đồ bơi liền thân,Informational,260,3,0.05999999865889549,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
đồ đánh cầu lông,Informational,260,16,0.07999999821186066,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
